book_id,authors,original_title,Urls,
656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You",https://play.google.com/store/books/details/Ally_Carter_I_d_Tell_You_I_Love_You_But_Then_I_d_H?id=mdMgCML4htcC,
1550,Ally Carter,Heist Society,https://play.google.com/store/books/details/Ally_Carter_Heist_Society?id=zhlOte6iNLQC,
1652,Ally Carter,Cross My Heart and Hope to Spy,https://play.google.com/store/books/details/Ally_Carter_Cross_My_Heart_and_Hope_to_Spy?id=NDIlBZp2JAgC,
2319,Ally Carter,Don't Judge a Girl by Her Cover,https://play.google.com/store/books/details/Ally_Carter_Don_t_Judge_a_Girl_by_Her_Cover?id=loO6aLAQOcAC,
2428,Ally Carter,Only the Good Spy Young,https://play.google.com/store/books/details/Ally_Carter_Only_the_Good_Spy_Young?id=P1dWWnJGbpMC,
1533,Anne Rice,The Tale of the Body Thief,https://play.google.com/store/books/details/Anne_Rice_The_Tale_of_the_Body_Thief?id=z2B-KvhMSxgC,
1993,Anne Rice,The Vampire Armand,https://play.google.com/store/books/details/Anne_Rice_The_Vampire_Armand?id=xd-W59uNekMC,
4192,Anne Rice,Blood and Gold: The Vampire Marius,https://play.google.com/store/books/details/Anne_Rice_Blood_and_Gold?id=HTsIJtpLIYYC,
6665,Anne Rice,Cry to Heaven,https://play.google.com/store/books/details/Anne_Rice_Cry_to_Heaven?id=PumwlvTHku0C,
7260,Anne Rice,The Feast of All Saints,https://play.google.com/store/audiobooks/details/Anne_Rice_The_Feast_of_All_Saints?id=AQAAAABEp0OnFM,
2413,Bernard Cornwell,The Last Kingdom,https://play.google.com/store/books/details/Bernard_Cornwell_The_Last_Kingdom?id=nBDp7VL2joQC,
4017,Bernard Cornwell,The Pale Horseman,https://play.google.com/store/books/details/Bernard_Cornwell_The_Pale_Horseman?id=x3kYuT_5UJAC,
4310,Bernard Cornwell,The Lords of the North,https://play.google.com/store/books/details/Bernard_Cornwell_Lords_of_the_North?id=UVHNoTrXQjcC,
5093,Bernard Cornwell,Sword Song,https://play.google.com/store/books/details/Bernard_Cornwell_Sword_Song?id=loDYH7XZAyMC,
7307,Bernard Cornwell,Sharpe's Tiger,https://play.google.com/store/books/details/Bernard_Cornwell_Sharpe_s_Tiger?id=YkHX2f9KrnQC,
8393,Bernard Cornwell,Enemy of God,https://play.google.com/store/books/details/Bernard_Cornwell_Enemy_of_God?id=Q0q7BgwwEWAC,
9254,Bernard Cornwell,Vagabond,https://play.google.com/store/books/details/Bernard_Cornwell_Vagabond?id=-f33XToW2SwC,
9274,Bernard Cornwell,The Pagan Lord,https://play.google.com/store/books/details/Bernard_Cornwell_The_Pagan_Lord?id=vXOxAAAAQBAJ,
374,Bill Bryson,A Short History of Nearly Everything,https://play.google.com/store/books/details/Bill_Bryson_A_Short_History_of_Nearly_Everything?id=hhnIWGD5Zt0C,
1976,Bill Bryson,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,https://play.google.com/store/books/details/Bill_Bryson_I_m_a_Stranger_Here_Myself?id=1wexZSh8QawC,
2279,Bill Bryson,Neither Here Nor There: Travels in Europe,https://play.google.com/store/books/details/Bill_Bryson_Neither_here_nor_there?id=8gR4BgAAQBAJ,
2321,Bill Bryson,The Lost Continent: Travels in Small-Town America,https://play.google.com/store/books/details/Bill_Bryson_The_Lost_Continent?id=JjQdCAAAQBAJ,
3893,Bill Bryson,Shakespeare: The World as Stage ,https://play.google.com/store/books/details/Bill_Bryson_Shakespeare?id=EZaTCwAAQBAJ,
4079,Bill Bryson,The Mother Tongue: English and How It Got That Way,https://play.google.com/store/books/details/Bill_Bryson_The_Mother_Tongue?id=0AV4BgAAQBAJ,
9295,Bill Bryson,Made in America: An Informal History of the English Language in the United States,https://play.google.com/store/books/details/Bill_Bryson_made_in_america?id=2Qh4BgAAQBAJ,
1106,C.S. Lewis,The Great Divorce,https://play.google.com/store/books/details/C_S_Lewis_The_Great_Divorce?id=L_D2GoC-eJIC,
2781,C.S. Lewis,A Grief Observed,https://play.google.com/store/books/details/C_S_Lewis_A_Grief_Observed?id=YrJEJG1lMVwC,
2794,C.S. Lewis,The Four Loves,https://play.google.com/store/books/details/C_S_Lewis_The_Four_Loves?id=69_-CwAAQBAJ,
2860,C.S. Lewis,Till We Have Faces,https://play.google.com/store/books/details/C_S_Lewis_Till_We_Have_Faces?id=Nbj9CwAAQBAJ,
3795,C.S. Lewis,Perelandra,https://play.google.com/store/books/details/C_S_Lewis_The_Space_Trilogy_Omnib?id=4XYpAgAAQBAJ,
6575,C.S. Lewis,The Abolition of Man,https://play.google.com/store/books/details/C_S_Lewis_The_Abolition_of_Man?id=ST87o-KSzp0C,
5526,Carl Hiaasen,Flush,https://play.google.com/store/books/details/Carl_Hiaasen_Flush?id=3ia-XWJVD7oC,
7426,Carl Hiaasen,Skin Tight,https://play.google.com/store/books/details/Carl_Hiaasen_Skin_Tight?id=qiIJKZgdyUUC,
7471,Carl Hiaasen,Tourist Season,https://play.google.com/store/books/details/Carl_Hiaasen_Tourist_Season?id=IY-BrAf-c4YC,
8349,Carl Hiaasen,Stormy Weather,https://play.google.com/store/books/details/Carl_Hiaasen_Stormy_Weather?id=rz-pK4D1CtcC,
8781,Carl Hiaasen,Strip Tease,https://play.google.com/store/books/details/Carl_Hiaasen_Strip_Tease?id=j4Pb4ed_pIYC,
8800,Carl Hiaasen,Scat,https://play.google.com/store/books/details/Carl_Hiaasen_Scat?id=a43voFUS1dIC,
5963,Erin Hunter,Moonrise,https://play.google.com/store/books/details/Erin_Hunter_Warriors_The_New_Prophecy_2_Moonrise?id=g47UZkX94GMC,
6197,Erin Hunter,Sunset,https://play.google.com/store/books/details/Erin_Hunter_Warriors_The_New_Prophecy_6_Sunset?id=slrb-5uF2ccC,
6346,Erin Hunter,Dawn,https://play.google.com/store/books/details/Erin_Hunter_Warriors_Dawn_of_the_Clans_2_Thunder_R?id=tTe24ApyW4QC,
7846,Erin Hunter,The Sight,https://play.google.com/store/books/details/Erin_Hunter_Warriors_Power_of_Three_1_The_Sight?id=qxrD6XSsobUC,
8251,Erin Hunter,"Starlight (Warriors: The New Prophecy, #4)",https://play.google.com/store/books/details/Erin_Hunter_Warriors_The_New_Prophecy_4_Starlight?id=GstjtaiNJYwC,
8354,Erin Hunter,Twilight,https://play.google.com/store/books/details/Erin_Hunter_Warriors_The_New_Prophecy_5_Twilight?id=qfvSQHHdyzIC,
2940,Francine Rivers,"An Echo in the Darkness (Mark of the Lion, #2)",https://play.google.com/store/books/details/Francine_Rivers_An_Echo_in_the_Darkness?id=JBCqNY9UGYgC,
3140,Francine Rivers,The Atonement Child,https://play.google.com/store/books/details/Francine_Rivers_The_Atonement_Child?id=CGRyXVht5RYC,
5142,Francine Rivers,"Her Mother's Hope (Marta's Legacy, #1)",https://play.google.com/store/books/details/Francine_Rivers_Her_Mother_s_Hope?id=f-lv0GeeF8EC,
8854,Francine Rivers,Mark of the Lion Trilogy,https://play.google.com/store/books/details/Francine_Rivers_Mark_of_the_Lion_Gift_Collection?id=ovXaiet2vNgC,
8917,Francine Rivers,Her Daughter's Dream,https://play.google.com/store/books/details/Francine_Rivers_Her_Daughter_s_Dream?id=6AXV76B7GTIC,
747,Garth Nix,Sabriel,https://play.google.com/store/books/details/Garth_Nix_Sabriel?id=Gcp9fCKSGLsC,
1259,Garth Nix,Abhorsen,https://play.google.com/store/books/details/Garth_Nix_Abhorsen?id=JOOK7HW99xwC,
1350,Garth Nix,Lirael,https://play.google.com/store/books/details/Garth_Nix_Lirael?id=buw34ou48ywC,
5582,Garth Nix,Drowned Wednesday,https://play.google.com/store/books/details/Garth_Nix_The_Keys_to_the_Kingdom_3_Drowned_Wednes?id=CRBtEgtExl8C,
6640,Garth Nix,Lady Friday,https://play.google.com/store/books/details/Garth_Nix_The_Keys_to_the_Kingdom_5_Lady_Friday?id=h-hlfkacx2UC,
6780,Garth Nix,Sir Thursday,https://play.google.com/store/books/details/Garth_Nix_The_Keys_to_the_Kingdom_4_Sir_Thursday?id=_9YS8n5LGMwC,
832,J.D. Robb,Naked in Death,https://play.google.com/store/books/details/J_D_Robb_Naked_in_Death?id=LNm-FlD61DgC,
6585,J.D. Robb,"Survivor in Death (In Death, #20)",https://play.google.com/store/books/details/J_D_Robb_Survivor_In_Death?id=_KCxGsj_1gMC,
6763,J.D. Robb,"Innocent in Death (In Death, #24)",https://play.google.com/store/books/details/J_D_Robb_Innocent_In_Death?id=06Zn3JSMU-IC,
7911,J.D. Robb,"Divided in Death (In Death, #18)",https://play.google.com/store/books/details/J_D_Robb_Divided_in_Death?id=_EuAtTlR8mIC,
8008,J.D. Robb,Imitation in Death,https://play.google.com/store/books/details/J_D_Robb_Imitation_In_Death?id=tp5kq50tUzwC,
8301,J.D. Robb,Delusion in Death,https://play.google.com/store/books/details/J_D_Robb_Delusion_in_Death?id=hFAyubfmfwwC,
392,Jeff Kinney,Greg Heffley's Journal,https://play.google.com/store/books/details/Jeff_Kinney_Diary_of_an_Awesome_Friendly_Kid_Rowle?id=bLR8DwAAQBAJ,
1043,Jeff Kinney,Rodrick Rules,https://play.google.com/store/books/details/Jeff_Kinney_Rodrick_Rules_Diary_of_a_Wimpy_Kid_2?id=xoJe4H1nyjkC,
1194,Jeff Kinney,Dog Days,https://play.google.com/store/books/details/Jeff_Kinney_Dog_Days_Diary_of_a_Wimpy_Kid_4?id=7IljjSwdSAsC,
1376,Jeff Kinney,The Ugly Truth,https://play.google.com/store/books/details/Jeff_Kinney_The_Ugly_Truth_Diary_of_a_Wimpy_Kid_5?id=BTM7iwk64VgC,
2070,Jeff Kinney,The Third Wheel,https://play.google.com/store/books/details/Jeff_Kinney_The_Third_Wheel_Diary_of_a_Wimpy_Kid_7?id=KFkHhZVLiCgC,
5353,Jeff Kinney,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,https://play.google.com/store/books/details/Jeff_Kinney_The_Wimpy_Kid_Movie_Diary?id=mb-rDgAAQBAJ,
726,Jeffery Deaver,The Bone Collector,https://play.google.com/store/books/details/Jeffery_Deaver_The_Bone_Collector?id=5sS_OrlVU7YC,
6277,Jeffery Deaver,The Empty Chair ,https://play.google.com/store/books/details/Jeffery_Deaver_The_Empty_Chair?id=6JXfC_GTEnAC,
7180,Jeffery Deaver,The Vanished Man,https://play.google.com/store/books/details/Jeffery_Deaver_The_Vanished_Man?id=CxQtw38sy1oC,
8730,Jeffery Deaver,The Burning Wire,https://play.google.com/store/books/details/Jeffery_Deaver_The_Burning_Wire?id=mim-M3zIAWUC,
8972,Jeffery Deaver,The Cold Moon,https://play.google.com/store/books/details/Jeffery_Deaver_The_Cold_Moon?id=Jr4Y_yBCJUsC,
1100,Jeffrey Archer,Kane and Abel,https://play.google.com/store/books/details/Jeffrey_Archer_Kane_and_Abel_Sons_of_Fortune?id=9jM1lm5cIu8C,
3533,Jeffrey Archer,The Prodigal Daughter,https://play.google.com/store/books/details/Jeffrey_Archer_The_Prodigal_Daughter?id=wq8y__2heYcC,
3841,Jeffrey Archer,A Prisoner of Birth,https://play.google.com/store/books/details/Jeffrey_Archer_A_Prisoner_of_Birth?id=GOcdH7VEZBMC,
7889,Jeffrey Archer,Paths of Glory,https://play.google.com/store/books/details/Jeffrey_Archer_Paths_of_Glory?id=qpBo22t8TB0C,
8199,Jeffrey Archer,False Impression,https://play.google.com/store/books/details/Jeffrey_Archer_False_Impression?id=92uAApd0HcIC,
9866,Jeffrey Archer,A Twist in the Tale,https://play.google.com/store/books/details/Jeffrey_Archer_A_Twist_in_the_Tale?id=m8uLx11IbtYC,
450,Jim Butcher,Storm Front,https://play.google.com/store/books/details/Jim_Butcher_Storm_Front?id=K1-LL9vlxZcC,
1394,Jim Butcher,White Night,https://play.google.com/store/books/details/Jim_Butcher_White_Night?id=Ts5ItxL6hCEC,
1450,Jim Butcher,Small Favor,https://play.google.com/store/books/details/Jim_Butcher_Small_Favor?id=LZMd8pKXw_QC,
1630,Jim Butcher,Turn Coat,https://play.google.com/store/books/details/Jim_Butcher_Turn_Coat?id=4oePh1JaOFQC,
1654,Jim Butcher,Cold Days,https://play.google.com/store/books/details/Jim_Butcher_Cold_Days?id=zXdjTkf-4zgC,
2407,Jim Butcher,Princeps' Fury,https://play.google.com/store/books/details/Jim_Butcher_Princeps_Fury?id=TlVY3S7Pna0C,
4452,Kathy Reichs,Death du Jour,https://play.google.com/store/books/details/Kathy_Reichs_Death_Du_Jour?id=5mLIJR-unx8C,
4630,Kathy Reichs,Bare Bones,https://play.google.com/store/books/details/Kathy_Reichs_Bare_Bones?id=oQirP-QaK5oC,
5639,Kathy Reichs,Deadly Decisions,https://play.google.com/store/books/details/Kathy_Reichs_Deadly_Decisions?id=Ay1rhq7BxmQC,
5836,Kathy Reichs,Grave Secrets,https://play.google.com/store/books/details/Kathy_Reichs_Grave_Secrets?id=C_i0u0Q50OwC,
6148,Kathy Reichs,Break No Bones,https://play.google.com/store/books/details/Kathy_Reichs_Break_No_Bones?id=WdtixMKhURwC,
7065,Kathy Reichs,206 Bones,https://play.google.com/store/books/details/Kathy_Reichs_206_Bones?id=8PLMeKqTB7IC,
1163,"Lemony Snicket, Brett Helquist",The Miserable Mill,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_4_Th?id=tIgkCQAAQBAJ,
1476,"Lemony Snicket, Brett Helquist",The Slippery Slope,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_10_T?id=pYeRhj1zOT0C,
1549,"Lemony Snicket, Brett Helquist",The Carnivorous Carnival,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_9_Th?id=-ZGLfCQ5jBMC,
1774,"Lemony Snicket, Brett Helquist",The Grim Grotto,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_11_T?id=0v4GMJCxmHIC,
1975,"Lemony Snicket, Brett Helquist",The Penultimate Peril,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_12_T?id=B9PqT1BWleMC,
1977,"Lemony Snicket, Brett Helquist",The End,https://play.google.com/store/books/details/Lemony_Snicket_A_Series_of_Unfortunate_Events_13_T?id=946BRHw7-JMC,
5329,"Margaret Weis, Tracy Hickman","Dragon Wing (The Death Gate Cycle, #1)",https://play.google.com/store/books/details/Margaret_Weis_Dragon_Wing?id=YLMKUhmAqhIC,
6554,"Margaret Weis, Tracy Hickman",Into the Labyrinth,https://play.google.com/store/books/details/Margaret_Weis_Into_the_Labyrinth?id=q9A8gNROgkgC,
6845,"Margaret Weis, Tracy Hickman",The Seventh Gate,https://play.google.com/store/books/details/Margaret_Weis_The_Seventh_Gate?id=k7kMCDHyDecC,
7274,"Margaret Weis, Tracy Hickman",Fire Sea,https://play.google.com/store/books/details/Margaret_Weis_Fire_Sea?id=B8DCTUFwZ04C,
7347,"Margaret Weis, Tracy Hickman",The Hand of Chaos,https://play.google.com/store/books/details/Margaret_Weis_The_Hand_of_Chaos?id=o3I-kQmjjBQC,
8388,"Margaret Weis, Tracy Hickman","Elven Star (The Death Gate Cycle, #2)",https://play.google.com/store/books/details/Margaret_Weis_Elven_Star?id=ypalV7fmmwEC,
981,Melissa de la Cruz,Blue Bloods,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Blue_Bloods?id=OjBOBC17xkwC,
1540,Melissa de la Cruz,Masquerade,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Masquerade?id=P5YD0PWogAgC,
1971,Melissa de la Cruz,Revelations,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Revelations?id=G__8xiyG9tAC,
2038,Melissa de la Cruz,The Van Alen Legacy ,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Van_Alen_Legacy_The_Blue_Bloods?id=h2dylL-CJ6sC,
4007,Melissa de la Cruz,Misguided Angel,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Misguided_Angel_Blue_Bloods_Boo?id=Jk4ptI42q6QC,
6056,Melissa de la Cruz,Bloody Valentine,https://play.google.com/store/books/details/Melissa_de_la_Cruz_Bloody_Valentine_Volume_5?id=bqewcuAmtmgC,
246,"P.C. Cast, Kristin Cast",Marked,https://play.google.com/store/books/details/P_C_Cast_Marked?id=z1k50JF7d3MC,
449,"P.C. Cast, Kristin Cast",Betrayed: a House of Night Novel,https://play.google.com/store/books/details/P_C_Cast_Betrayed?id=_6GePgDGGK0C,
491,"P.C. Cast, Kristin Cast",Untamed: A House of Night Novel,https://play.google.com/store/books/details/P_C_Cast_Untamed?id=8XXemE3SAJ4C,
643,"P.C. Cast, Kristin Cast",Chosen: A House of Night Novel,https://play.google.com/store/books/details/P_C_Cast_Chosen?id=9UyYFKczBFoC,
1093,"P.C. Cast, Kristin Cast",Awakened,https://play.google.com/store/books/details/P_C_Cast_Awakened?id=p4kJjNFLl14C,
2986,"P.C. Cast, Kristin Cast",Hidden,https://play.google.com/store/books/details/P_C_Cast_Hidden?id=Nx0yYdyj6Z0C,
7617,"P.C. Cast, Kristin Cast",Dragon's Oath,https://play.google.com/store/books/details/P_C_Cast_Dragon_s_Oath?id=Ro7Ru3dMIckC,
9325,"P.C. Cast, Kristin Cast",Lenobia's Vow,https://play.google.com/store/books/details/P_C_Cast_Lenobia_s_Vow?id=Fsw9mfcFURwC,
3393,R.A. Salvatore,Dungeons & Dragons: The Legend of Drizzt,https://play.google.com/store/books/details/R_A_Salvatore_Dungeons_Dragons_The_Legend_of_Drizz?id=dTGxDgAAQBAJ,
5168,R.A. Salvatore,Bastion of Darkness,https://play.google.com/store/books/details/R_A_Salvatore_Bastion_of_Darkness?id=Ver6tHP9DI0C,
1593,Raymond E. Feist,Magician,https://play.google.com/store/books/details/Raymond_E_Feist_Magician_Apprentice?id=aKUrDwAAQBAJ,
1812,Raymond E. Feist,"Magician: Master (The Riftwar Saga, #2)",https://play.google.com/store/books/details/Raymond_E_Feist_Magician_Master?id=jaUrDwAAQBAJ,
5357,Raymond E. Feist,Rage of a Demon King (The Serpentwar Saga #3),https://play.google.com/store/books/details/Raymond_E_Feist_Rage_of_a_Demon_King?id=pQrrI57bWgYC,
5957,Raymond E. Feist,The King's Buccaneer,https://play.google.com/store/books/details/Raymond_E_Feist_The_King_s_Buccaneer?id=_KUrDwAAQBAJ,
6601,Raymond E. Feist,Prince of the Blood,https://play.google.com/store/books/details/Raymond_E_Feist_Prince_of_the_Blood?id=OQIxVt_tSHMC,
9963,Raymond E. Feist,Krondor: The Betrayal,https://play.google.com/store/books/details/Raymond_E_Feist_Krondor_the_Betrayal?id=S5ehUa4l7ooC,
5528,Robert Crais,The Watchman,https://play.google.com/store/books/details/Robert_Crais_The_Watchman?id=hvs9LjBp350C,
6520,Robert Crais,The Monkey's Raincoat,https://play.google.com/store/books/details/Robert_Crais_The_Monkey_s_Raincoat?id=5x6KGCeNpHEC,
7017,Robert Crais,The First Rule,https://play.google.com/store/books/details/Robert_Crais_The_First_Rule?id=oXuXlRztp2wC,
7941,Robert Crais,The Last Detective,https://play.google.com/store/books/details/Robert_Crais_The_Last_Detective?id=SlkBwPbYUMMC,
7958,Robert Crais,Taken,https://play.google.com/store/books/details/Robert_Crais_Taken?id=LEz1MxPWSGQC,
8596,Robert Crais,Chasing Darkness,https://play.google.com/store/books/details/Robert_Crais_Chasing_Darkness?id=6qQ9WY0-1lIC,
510,Robert Jordan,The Great Hunt,https://play.google.com/store/books/details/Robert_Jordan_The_Great_Hunt?id=yngEsxEO4QYC,
722,Robert Jordan,The Shadow Rising ,https://play.google.com/store/books/details/Robert_Jordan_The_Shadow_Rising?id=EA1wODXZM_AC,
949,Robert Jordan,The Fires of Heaven,https://play.google.com/store/books/details/Robert_Jordan_The_Fires_of_Heaven?id=9Dk11nEakTYC,
1278,Robert Jordan,Knife of Dreams,https://play.google.com/store/books/details/Robert_Jordan_Knife_of_Dreams?id=cejrfFAbiz4C,
1525,Robert Jordan,Crossroads of Twilight,https://play.google.com/store/books/details/Robert_Jordan_Crossroads_of_Twilight?id=ER6BqLHOmO4C,
2822,Steve Berry,The Templar Legacy,https://play.google.com/store/books/details/Steve_Berry_The_Templar_Legacy?id=17LWvgxJoS8C,
5715,Steve Berry,The Venetian Betrayal,https://play.google.com/store/books/details/Steve_Berry_The_Venetian_Betrayal?id=GvNmAnBD2tsC,
7139,Steve Berry,The Jefferson Key,https://play.google.com/store/books/details/Steve_Berry_The_Jefferson_Key_with_bonus_short_sto?id=04qL40o2NHQC,
7675,Steve Berry,The Emperor's Tomb,https://play.google.com/store/books/details/Steve_Berry_The_Emperor_s_Tomb_with_bonus_short_st?id=s0-_6kOuiBgC,
7825,Steve Berry,The Charlemagne Pursuit,https://play.google.com/store/books/details/Steve_Berry_The_Charlemagne_Pursuit?id=OyzuWFo-zjkC,
823,Sue Grafton,A is for Alibi,https://play.google.com/store/books/details/Sue_Grafton_A_is_for_Alibi?id=xZjj2wWRO4oC,
4506,Sue Grafton,C is for Corpse,https://play.google.com/store/books/details/Sue_Grafton_C_Is_for_Corpse?id=rLf-vLKqdiIC,
6153,Sue Grafton,I is for Innocent,https://play.google.com/store/books/details/Sue_Grafton_I_is_for_Innocent?id=5NkGXWOQj6UC,
6163,Sue Grafton,V is for Vengeance,https://play.google.com/store/books/details/Sue_Grafton_V_is_for_Vengeance?id=J-d8zkV4J88C,
6580,Sue Grafton,U Is for Undertow,https://play.google.com/store/books/details/Sue_Grafton_U_is_for_Undertow?id=dGDJl0OwDh8C,
6610,Sue Grafton,T is for Trespass ,https://play.google.com/store/books/details/Sue_Grafton_T_is_for_Trespass?id=UvFaPH2cJd8C,
1480,Tamora Pierce,Alanna: The First Adventure,https://play.google.com/store/books/details/Tamora_Pierce_Alanna?id=5hEUIBSSDggC,
1863,Tamora Pierce,Lioness Rampant,https://play.google.com/store/books/details/Tamora_Pierce_Lioness_Rampant?id=zUSo_tobl9wC,
2608,Tamora Pierce,The Woman Who Rides Like a Man,https://play.google.com/store/books/details/Tamora_Pierce_The_Woman_Who_Rides_Like_a_Man?id=0SJi5L2TllcC,
2623,Tamora Pierce,"Wild Magic (Immortals, #1)",https://play.google.com/store/books/details/Tamora_Pierce_Wild_Magic?id=AdMePCCGHEoC,
2783,Tamora Pierce,"Emperor Mage (Immortals, #3)",https://play.google.com/store/books/details/Tamora_Pierce_Emperor_Mage?id=mMy6t9_dONAC,
3177,Tamora Pierce,"The Realms of the Gods (Immortals, #4)",https://play.google.com/store/books/details/Tamora_Pierce_The_Realms_of_the_Gods?id=3SbT3FoEW3sC,
4712,Tamora Pierce,Sandry's Book,https://play.google.com/store/books/details/Tamora_Pierce_Circle_of_Magic_1_Sandry_s_Book?id=2VqZ7l_9IdsC,
7598,Tamora Pierce,Mastiff,https://play.google.com/store/books/details/Tamora_Pierce_Mastiff?id=lw4d92C8b34C,
1071,Terry Goodkind,Stone of Tears,https://play.google.com/store/books/details/Terry_Goodkind_Stone_of_Tears?id=RO8aDAAAQBAJ,
1536,Terry Goodkind,Blood of the Fold,https://play.google.com/store/books/details/Terry_Goodkind_Blood_of_the_Fold?id=ju8aDAAAQBAJ,
1759,Terry Goodkind,"Faith of the Fallen  (Sword of Truth, #6)",https://play.google.com/store/books/details/Terry_Goodkind_Faith_of_the_Fallen?id=W9-l_Nbi7xsC,
2458,Terry Goodkind,"Chainfire (Sword of Truth, #9)",https://play.google.com/store/books/details/Terry_Goodkind_Chainfire?id=ut48F2vhyasC,
2461,Terry Goodkind,"Confessor (Sword of Truth, #11)",https://play.google.com/store/books/details/Terry_Goodkind_Confessor?id=hn1FNJXPMrUC,
9684,Terry Goodkind,The Law of Nines,https://play.google.com/store/books/details/Terry_Goodkind_The_Law_of_Nines?id=ORS4XHV7mAcC,
1343,Terry Pratchett,The Light Fantastic,https://play.google.com/store/books/details/Terry_Pratchett_The_Light_Fantastic?id=XGU64cv2iEIC,
2109,Terry Pratchett,Sourcery,https://play.google.com/store/books/details/Terry_Pratchett_Sourcery?id=b3Wd5oZOxi4C,
2452,Terry Pratchett,Pyramids,https://play.google.com/store/books/details/Terry_Pratchett_Pyramids?id=o0J4UL2Zd8IC,
2881,Terry Pratchett,Making Money,https://play.google.com/store/books/details/Terry_Pratchett_Making_Money?id=xaAx_cctp9wC,
2936,Terry Pratchett,Eric,https://play.google.com/store/books/details/Terry_Pratchett_Eric?id=2WM0AgAAQBAJ,
3858,Terry Pratchett,Interesting Times,https://play.google.com/store/books/details/Terry_Pratchett_Interesting_Times?id=2GuJAgAAQBAJ,
4925,Terry Pratchett,Nation,https://play.google.com/store/books/details/Mark_Ravenhill_Nation_The_Play?id=uvejKTN46akC,
2515,Vince Flynn,Act of Treason,https://play.google.com/store/books/details/Vince_Flynn_Act_of_Treason?id=kAkHCsf6394C,
2830,Vince Flynn,Consent to Kill,https://play.google.com/store/books/details/Vince_Flynn_Consent_to_Kill?id=Z3kKDFJmaosC,
2835,Vince Flynn,Separation of Power,https://play.google.com/store/books/details/Vince_Flynn_Separation_of_Power?id=8gF7hBHBpFoC,
3167,Vince Flynn,Executive Power,https://play.google.com/store/books/details/Vince_Flynn_Executive_Power?id=BzbXqFiq11MC,
3214,Vince Flynn,Pursuit of Honor,https://play.google.com/store/books/details/Vince_Flynn_Pursuit_of_Honor?id=kcYbibfk6RQC,
3786,Vince Flynn,Protect and Defend,https://play.google.com/store/books/details/Vince_Flynn_Protect_and_Defend?id=PcZ6QljJnmoC,
4056,Vince Flynn,The Last Man,https://play.google.com/store/books/details/Vince_Flynn_Enemy_of_the_State?id=aZavDgAAQBAJ,